TEXT	SENTI
乾淨地點便利	1
窗舖很好睡	1
沒有	0
地點佳，房間佈置很適合小孩，CP值很高	1
內部裝潢及浴室都舊了	1
非常高興能入住到如此乾淨舒適又寧靜的飯店，下次去台北，我還是選擇住這裡	1
房間悶悶的	0
房間有點小	0
風景很棒	1
-無窗房內空氣有些悶； -電視畫面收訊不是很清楚。	0
房間空間太小，行李箱沒地方放	0
房間寬敞舒服整潔，整棟都有淡淡的香味，而且隔音不錯，轉個角就是墾丁大街，下次住宿的優先選擇👍	1
謝謝您們替我們按排的房間 重視我們的需求 二樓乾淨,孩子不會過敏。 感謝	1
位置特別好.離墾丁大街很近 .同時可以提供便利的租車服務 .價格低車子也很不錯   行裡可以拿到房間內 超棒  ....	1
近台中車站，房間整潔	1
希望有平面車位	0
房間沒有窗，book2大1小房，但只有2套用品	0
廁所馬桶蓋超髒 看了很不舒服	0
*隔音不大好 *浴室淋浴間水會流到外面地板	0
隔音不太好，早上來來去去的其他客人聲音都聽得到	0
附近餐廳少	0
转角的房间小到一进门就上床 还不如加点钱睡其他房间 太难受了	0
窗簾無法遮蔽好西曬，使得下午窗簾拉下在床鋪上仍會照到太陽	0
地點好、交通及生活機能便利、房間乾淨沒有壓迫感（雖然我的是沒有窗戶的房型），這樣的價格有這樣的住宿很物超所值	1
早餐出乎意料的豐盛！	1
不知道什麼原因，因為皮膚敏感，會癢	0
感謝店員的認真與真誠的服務態度～	1
服務很好，一切都很不錯，床鋪很舒適，房間寬敞，早餐選擇也很多	1
没有，都很喜欢。	0
老闆娘很親切	1
整体装潢不错，	1
整潔的房間，寬敞的乾濕分離浴室，有禮貌的服務人員。地點交通很便利。	1
地點方便	1
隔音稍差，會聽到隔壁的聲音	0
早餐可以再加油些，晚餐更要加油精湛些	1
旅店位於台北站，交通非常方便，我要零晨四點半退房發去機場，也沒有問題。	1
早餐豐盛，住宿地點不錯，有車位，最喜歡的是大廳跟每個樓層都有放真花，花很香 讓人很放鬆	1
住宿位置離夜市近。	1
位置方便	1
價格	1
地點不錯，就在西門町裡，二樓就是燒烤店，一樓是全家便利商店	1
早餐選擇多樣很棒	1
房間內設施有些過於老舊，建議可以偶爾換新	0
近板橋車站與捷運站，飯店旁有誠品生活，附近餐廳林立，房間乾淨舒適，無壓迫感，下次會在入住的好地方	1
老闆的服務很親切	1
床不太舒服 有點硬	0
早餐自助式	1
房間空間太小	0
非常喜歡閣樓房，景觀漂亮；以及好吹的吹風機，對長髮且又是捲髮的女生來說太友善了xD	1
床太軟	0
1.清潔度不錯 2.服務親切 3.地點不錯，週邊生活機能佳	1
地方大，在西門町裡	1
冷氣開久會突然不冷，會噴水出來。	0
床太舊，坐下都有聲音！	0
早餐不錯	1
隔音極差，凌晨被剛回飯店的旅客吵醒好幾次	0
地理位置優	1
在一中街附近地點方便,床位乾淨設施新穎	1
住宿環境整潔乾淨	1
隔音設備很差，在房內可以清楚聽到走廊的人講話內容以及樓上鐵門關門很大聲，如果怕吵的，可能就要慎選了！	0
冷氣無法調溫度	0
老闆娘超級客氣 太喜歡了😘  連我的男友幫她打掃房間怕麻煩到主人 😂	1
房間乾淨舒適	1
床墊比較硬睡不太習慣~	0
迎賓飲料很差~~	0
熱水不熱	0
環境設備不錯！	1
都滿意	1
飯店老舊，但床單、枕頭乾淨無異味	1
沒有暖氣。	0
電視頻道少	0
房間除了水還有其他小瓶飲料 餅乾 貼心 浴室裝潢防滑設施  很棒!!	1
床很舒服	1
地理位置很好，離車站近	1
地點不錯離車站近	1
早餐普通,床很硬	1
房間很寬敞，舒適，物超所值	1
早餐簡單，但是營養均衡，床很舒適	1
床很好睡，房間很乾淨，老闆親切	1
早餐豐盛，床舒適好睡，溫泉泉質佳。	1
CP值高，乾淨，停車方便	1
隔音不是很好 房間很小	0
電插頭太少	0
宵夜和早餐，CP值高 櫃檯跟服務人員態度不錯	1
房間隔音效果不佳， 會聽到隔壁沖廁所的聲音	0
停車場有點遠	0
大廳與櫃檯人員服務及態度很好	1
空調無法調整，太冷!!	0
床舒服，空調穩定，人員服務佳	1
有對外窗可是陽光照不進來	0
None	0
地理位置方便，床鋪衛浴乾淨，價格親民	1
1.進房有濃濃的煙味 2.床包就一條布蓋著 3.空濾或是空氣流通不佳，朋友晚2個小時進房都聞到煙味	0
客戶服務部，態度和諧有禮	1
601電視有問題	0
Cp 值很高	1
床不太舒服	0
早餐真好～	1
設備新頴，居然有空氣清淨機，整潔乾淨，ＣＰ值很高。	1
早餐很豐盛，櫃台服務人員服務也很棒。	1
整體很不錯。	1
床感覺上蠻舒適的，不會太硬。	1
比較上殘舊了小小	0
唯一缺點可能就是鬧區要開5分鐘車程	0
員工很親切 樹木及草園很漂亮	1
隔音設備雖然較不佳，但平日入住影響不大。	0
建議早餐增加現做歐姆蛋!	1
床太軟了!房間乾淨、有小孩遊戲室、對面就是麥當勞。走路就可到達東大門夜市。	1
地理位置很好～員工們也很親切！ 乾淨又安靜的環境。	1
床頭有類似鏡面反射的黑色板，夜晚睡覺時易見到反射效果受到驚嚇。 浴缸尺寸偏小。	0
很棒很舒適	1
地點很好，離逢甲夜市很近，但又有區隔。早餐豐盛，吃的很開心。	1
員工態度極佳，超級讚揚	1
整棟建築物空調(冷氣)太強(冷)，與室外溫差大。 建議：稍微調高溫度為舒適程度即可，又兼具環保。	0
沒什麼隔音，有些住客很沒公德心，自律差，晚上快12點還製造噪音製。部分女服務員態度冷漠。	0
早餐每天都有少部份轉換，有新鮮感。	1
服務員很親切，十分願意幫助住客。	1
交通便利	1
好吃。舒服。	1
床有凹洞	0
客服的效率不佳wifi連線差隔音差	0
乾淨，舒適	1
早餐不錯。床很軟。小灣沙灘讓人驚艷。	1
乾淨的房間及衛浴設備	1
早餐還不錯 房間直接升級耶（讓我們覺得太驚喜了）	1
吃午餐內容不如吃晚餐	0
交通方便，地點適中	1
上舖太恐怖，怕小孩掉下來	0
环境好，近火车站，地理位置方便	1
地點單純，不擁擠	1
要自費停車，沒有自家停車位是美中不足之處	0
環境太過潮濕，房間有種霉味⋯ 男生的衛浴需要走到大廳外很不方便	0
隔音真的很差！常被隔壁的說話聲吵醒，睡眠中斷，沒有放鬆。	0
非常不錯的民宿，早餐定制很豐富，董娘早餐都會和客人聊天，用心准備的早餐也非常棒	1
早餐真的很不好吃	0
早餐可以在豐富多樣化一點	0
早餐好吃	1
床軟被暖枕頭舒服。水強。	1
早餐豐富，價格性價比優	1
早餐溫馨豐盛。房間給的比預期還理想~	1
我喜歡飯店的位置,晚上吃飽飯後還可以到鄰近的愛河畔散步,感覺很愜意! 我喜歡飯店房間得大小,很適中,適合小家庭出遊	1
一切都很不錯、退房時間再晚一小時就完美了！	1
抱孩子走四樓比較累而已，不過民宿沒有電梯是很正常的😛	0
Check out時段在維修升降機，等了超過5分鐘	0
歐姆蛋超好吃	1
早餐豐盛!	1
隔音尚待加強	0
地點方便,床很舒適~	1
交通方便	1
設施簡約乾淨、交通方便	1
老闆很細心，喜歡許多小細節~離火車站、孔廟很近~	1
床很舒適	1
惟獨膳食有進步空間，建議每天食物類有輕微改變為佳。	0
闆娘很親切，熱心介紹，特地將門口的停車位留給我們，並且介紹私房景點遊玩，早餐也很像家常自己煮的味道	1
床不錯，空間也不小	1
舒適	1
飯店品質與價格相比，根本物超所值！	1
早餐可以豐富點 餐廳很漂亮 但餐點可以再提升	0
有接駁車到淡水捷運站很便利，房間大，有河景，服務人員親切	1
住宿地點就在墾丁大街上，床非常舒適	1
早餐豐富，中西粵都有，環境舒適，服務態度100分，精緻舒適的酒店	1
非常乾淨，前台的服務人員態度很好，大廳的熱飲很貼心	1
可惜沒早餐	0
地理位置優越去周圍吃美食逛都可以用步行。接送機很貼心。服務也特別周到！	1
位置方便，價格便宜，還有早餐。	1
隔音不好	0
對背包客或單身者CP值很高，而且又在墾丁大街上很方便，小小一間很特別。	1
枕頭太硬.	0
床	0
離老街很近、老闆很熱心聯絡	1
早餐是用卷後送餐，很特別的體驗~	1
喜歡裝潢設計，空間明亮。 離夜市近。	1
員工非常優秀	1
早餐好吃，最喜歡有支撐度的大床，舒服的浴缸。優異的隔音。舒服的房內地毯，讓喜歡光著腳丫的我不會感受到地面的冰冷。	1
衛浴空間設計可以更好更貼心	0
沒有	0
- 不喜歡房間沒有window - 隔音設備差even住遠離lift口位置，隔離房間講句說話都聽得很清楚	0
冷氣機很吵	0
樓下可能在裝潢，電梯四面整個用木板封住，有點可怕	0
建築有點密閉空間，導致走廊有點悶，唯一的小缺點	0
前台職員很好!	1
早餐不錯!!	1
被子太厚，蓋上太熱不蓋又太冷，上下層冷氣無法分配均衡	0
希望衣櫃可以備棉被而不是枕頭， 中央空調半夜冷到不好意思請櫃檯送棉被⋯ 很喜歡長榮，感謝！	0
早餐 真的有待加強 位置太擁擠	0
位置及價格都超好！	1
管家非常貼心、熱心，民宿位置非常方便！	1
房間偏小	0
熱水要等一下	0
WiFi 很慢	0
一切都很棒！環境很好，離火車站也近，店狗諾諾也好乖，有舒適的用餐空間但沒有提供早餐是小小的遺憾😆	1
服務人員很棒！還會說日文	1
床很舒適	1
地點超方便 , 就在墾丁派出所旁邊 有免費的洗衣和乾衣機	1
因為有車位才訂這間，到那才知道 因為客滿 所以停車位要靠運氣	0
房間坪數舒適	1
一張大床是2張單人床合併	0
房間太細	0
棒	1
浴缸生鏽應該要注意不再讓客人入住	0
餐點豐盛，選擇多元化。	1
床很舒適，宵夜及早餐都很好吃，隨時可以取用的冰淇淋很受小朋友喜愛	1
服務人員態度親切，環境明亮乾淨清爽，早餐也不錯。	1
遊憩設施可以再增加！	0
設備一般，喝水刷牙也只有紙杯。	0
電梯，早餐太擠，隔音	0
早餐超級好吃且選擇多樣	1
房間住宿品質不錯	1
房間很大很舒適	1
房間很乾淨，床很舒服，隔音稍微差一點，但是還能接受的範圍	1
廁所的門有卡住	0
房間沒有置物架，靠近廁所的床位有不太舒服的味道	0
整體來說都很棒	0
早餐好吃，設施齊全	1
飯店環境不錯，離夜市近，推	1
nan	0
設計新頴，舒適，交通非常方便	1
個人習慣原因 我比較喜歡柔軟的被子 所以被子我不是很喜歡	0
捷運上蓋交通方便	1
房間飄菸味	0
good	1
距離交流道近，房間內很新。	1
不含早餐	0
雙人床的被子有點小件，忘了跟老闆再要一件棉被	0
酒店位於的地方是很方便的, 在樓下就有很多餐廳, 很多商店, 也有捷運站	1
老闆超nice的喔！房間很漂亮又超乾淨的、下次來台東一定要再來住唷！	1
房間很乾淨	1
位置很好	1
物超所值	1
簡潔舒適，離火車站近，地點適中	1
環境很舒服放鬆 這次被升等到最好的房間，很棒！	1
房間寬敞舒適	1
樓下的早餐很棒,氣氛佳,可以享受用餐的時光	1
隔音差，停車位不夠	0
半夜突然被按門鈴問要不要棉被 應該是其他房間要的 服務生應該要確認清楚 而不是在半夜12:57來按門鈴	0
被子不乾淨	0
乾淨,漂亮	1
我喜歡夠方便	1
早餐好吃 選擇多樣 每天都有變化 床很舒適 服務也很好	1
員工很好，提供很多幫助	1
房內需要有個小桌子，與房內垃圾桶	0
1.女生宿舍有點窄小 2.希望早餐能更多元化	0
1.浴室的門方位很奇怪 正對床 2.床頭沒有充電器 3.隔音不好 4.枕頭太扁	0
房間閒有很濃煙味。	0
早餐好吃	1
早餐一級棒，主人親切待人	1
早餐員工不足, 廚房態度不佳	0
沒有	0
設計感十足且非常著重細節. 用料材質上乘.印象非常深刻.	1
停車場唯一美中不足是地面狀況太差,都會帶碎石進到車內	0
房間裡只剩走道，適合一個人住的房間。	0
蓮蓬頭掛著的時候水噴太高了，可以調整一下，也可能我們太矮了	0
床很大,我們夫妻再加上一個三歲的小孩睡起來很舒適。浴缸上有電視窗外還可以看到外面的市景，晚上泡個澡很舒服	1
在房間發現，有螞蟻跟蟑螂，整潔有加強空間	0
我喜歡中式早餐，房間超冷，大概是營造冬天的氣溫方便泡溫泉吧。我住9樓，窗外的公園景色優美。	1
床太軟了不好睡 水龍頭水不好控制  但是價錢便宜	0
Nil	0
吹風機	0
老闆很熱心，很多東西都提前幫我們考慮到。早餐很美味！下次來台東一定再來光顧！	1
週邊100公尺內有早餐店，宵夜和便利商店	1
噪音是最大問題，且經反應才放置換穿衣褲，也忘了放耳塞，半夜兩點被吵醒自己去櫃檯拿耳塞	0
自助早餐豐盛選擇多	1
空調音量稍大	0
1.地點佳。 2.價格平易近人	1
沒有浴缸無對外窗	0
櫃檯人員服務態度佳，整體乾淨舒適	1
雖然沒在飯店內用餐 但住宿環境很好	1
房間隔音不佳	0
需要浴缸	1
早餐選擇多樣，員工相當友善，附近飲食方便，距離中央公園捷運站走路10分鐘。	1
